,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
322,jabinyanah,35.02604730626035,11.2757304374108,288.15,63,20,3.09
323,saint-georges,5.992639627486838,-47.11776095211084,300.15,74,20,7.72
324,vaitupu,-12.223594049952666,-178.2154559532039,NaN,NaN,NaN,NaN
325,hualmay,-15.142721434329815,-86.25306858145963,293.35,84,100,3.73
326,charagua,-19.3970789421832,-63.06905565724092,292.67,89,45,1.41
327,san andres,12.706534881853628,-79.32966934991893,301.15,78,75,4.63
328,dongsheng,41.25471470788608,108.46521366072147,289.2,26,97,1.78
329,soyo,-6.807468387755989,11.452882738956163,298.21,90,100,4.26
330,sitka,50.233836056019754,-136.96422379695488,285.15,62,75,1.54
331,ingolstadt,48.876391411377426,11.52446002848842,279.02,93,29,2.06
332,kloulklubed,4.445322809792046,136.4779225922989,301.15,83,75,3.6
333,chahal,15.920221959812366,-89.42594438174191,298.06,86,63,1.19
334,abu dhabi,23.678592341507326,53.984011391211226,296.28,78,0,1.54
335,flinders,-32.569940770352936,131.2999253577089,294.18,54,52,3.13
336,moron,46.878675818061,98.099415718346,294.44,70,0,2.24
337,jiazi,21.203309604830864,117.12449285813341,295.23,61,58,6.98
338,kuusamo,65.87856815239712,28.872160757802362,270.15,86,0,0.51
339,saravan,16.374884393231383,105.91029139563057,290.15,51,40,4.12
340,liverpool,41.454854589776346,-63.82874894790697,281.48,67,100,0.45
341,tsihombe,-37.47171054809304,41.91074493900359,NaN,NaN,NaN,NaN
342,xinxiang,35.574217611184764,113.76086052486772,288.04,80,100,0.58
343,ust-ilimsk,59.23434995954702,103.60277932875766,264.67,81,100,7.52
344,hervey bay,-24.546190515999797,157.05783707023863,298.57,57,0,3.09
345,klaksvik,67.4217812380426,-7.171328467059368,277.15,87,20,1.03
346,vredendal,-31.307746903751692,17.279332900327717,293.68,59,6,3.24
347,nokaneng,-19.29162950476058,21.439809655906316,288.58,31,0,2.98
348,nizhnevartovsk,60.970602811076276,76.45013092643234,260.15,85,0,3
349,port macquarie,-32.70204086817567,161.45332651069901,295.62,51,13,0.89
350,bandarbeyla,9.037931058470818,53.7807815900257,300.64,80,100,2.79
351,namtsy,63.24099925053167,128.79006771304967,265.15,57,0,5
352,tadine,-21.397497857632032,168.59674645053025,299.64,79,48,5.68
353,bertoua,5.001943747893307,13.996155549233663,294.05,95,88,0.77
354,wajir,1.3115769425301664,40.14102569276611,297.93,77,89,3.8
355,tukrah,33.338075416305344,20.048594814517116,287.4,65,91,5.25
356,wellington,-32.11768751073526,149.0886789475013,288.45,82,90,6.17
357,maloshuyka,64.71876037196247,37.03992606731097,NaN,NaN,NaN,NaN
358,shingu,24.076656110608738,139.62325703606933,291.15,36,0,4.12
359,belaya gora,66.98732740849195,147.14817422063652,269.08,85,100,2.5
360,buy,58.40929966714188,41.57487307178002,272.4,77,6,3.35
361,elverum,60.72545073907588,11.534287363621331,275.23,82,25,0.62
362,nong han,17.26706960186098,103.17951565172939,299.6,89,0,2.06
363,tazovskiy,68.70453352170983,76.49234079010188,262.07,94,100,5.78
364,haverfordwest,51.17211088051718,-5.614169378792411,282.03,86,100,0.73
365,turukhansk,63.48004900654132,88.30441394353471,256.8,90,10,3.13
366,goderich,7.768030215309565,-16.552378527819144,279.15,81,100,4.63
367,kirksville,39.98009987222309,-92.74214476605492,276.31,60,90,6.17
368,meyungs,14.645603571094668,133.10998306747047,NaN,NaN,NaN,NaN
369,coquimbo,-29.00883475821626,-77.27497695543983,287.15,88,90,3.09
370,ferrol,46.39054105048086,-9.984321074753751,285.96,10,100,8.49
371,guerrero negro,18.813422426474744,-123.40472759477277,294.54,43,95,8.13
372,phan rang,8.956443125746702,110.9170296090823,NaN,NaN,NaN,NaN
373,la ronge,58.30953347468022,-103.3101775896056,273.65,47,100,4.63
374,le port,-20.141641237044112,53.913942171834776,294.41,73,0,3.09
375,agva,41.03868872453705,30.110092072824045,NaN,NaN,NaN,NaN
376,meulaboh,1.4085512229649453,91.17020111810643,298.23,79,96,1.56
377,geraldton,-28.300689002172923,114.98654979127394,289.15,77,4,3.09
378,muros,43.781655463744926,-16.198607019141804,285.95,83,100,0.45
379,ternate,2.738766521435977,128.41852405377756,301.46,74,100,1.79
380,nishihara,23.79490590447648,130.9594131745215,296.08,53,40,8.23
381,kiunga,-7.088331691996984,140.55360203582723,303.02,64,78,1.38
382,taperoa,-7.273148247822249,-36.80024991354776,294.66,83,89,2.22
383,valparaiso,-32.19293984894094,-74.18288424163129,287.08,88,75,2.57
384,mayskiy,48.25211646420735,139.75492368171177,281.15,93,20,2.59
385,tumannyy,73.95767203438879,38.1123295692297,NaN,NaN,NaN,NaN
386,lompoc,25.71182164694423,-125.98776075921889,286.11,72,2,5.66
387,olden,64.59512496577173,9.535882628708265,277.6,80,14,4.6
388,bowen,-16.065156945346104,150.41203310453295,300.15,69,75,6.17
389,tobol,52.94843525755036,62.72987841104026,269.94,49,0,3.08
390,chuy,-59.80585933817753,-28.92235139184058,291.59,80,0,4.67
391,poya,-22.291861749119846,164.7270434639736,299.04,81,89,3.76
392,longyearbyen,85.62529434661104,14.186249992027058,273.15,80,75,2.57
393,samalaeulu,-9.727257179448216,-170.06276327068417,NaN,NaN,NaN,NaN
394,leningradskiy,86.50042133954776,176.8934451605203,269.49,80,14,3.45
395,warqla,32.77868341950567,4.895869622843861,NaN,NaN,NaN,NaN
396,puerto escondido,8.603075889393594,-100.75564531260216,301.15,74,40,2.57
397,erzin,47.95372969161335,95.77409886809022,295.93,58,99,4.47
398,lasa,32.76984747770318,90.75422960191048,275.56,75,20,2.57
399,zhigalovo,55.101200319936936,105.28390629455794,269.9,62,100,4.04
400,maniitsoq,64.18768910654379,-54.94302770222686,271.73,98,100,2.34
401,belyy yar,61.82087933152968,84.35216747988886,268.15,50,40,5
402,pedasi,7.301628803963354,-79.17671777641166,299.68,84,39,4.06
403,nome,67.05142820001916,-164.8147062103159,274.99,65,1,10.8
404,wanning,19.154954356075763,112.21072555680183,299.25,84,99,4.46
405,yulara,-26.13765372193997,124.82293680141981,292.15,27,0,4.12
406,thinadhoo,0.5201274831103433,64.25174356033676,301.15,62,100,2.03
407,fare,-16.127152338091634,-150.37820931564727,301.2,72,4,5.52
408,biak,0.9956183181308376,136.11359607672904,300.19,67,100,0.88
409,karkaralinsk,48.48299638668266,74.66494551952073,NaN,NaN,NaN,NaN
410,bara,16.408358362746583,28.801544055607593,300.23,41,84,2.31
411,preeceville,51.96138344713836,-102.81282898144529,272.06,73,100,5.85
412,omsukchan,60.16531482655242,156.2393224693812,273.34,85,100,4.33
413,avera,-33.550285296170934,-155.71415308430272,290.04,48,1,2.13
414,bardiyah,30.001738552599136,24.303532814123514,288.21,71,62,8.87
415,dorfen,48.240695558028506,12.092510952497804,278.67,93,75,1.03
416,kihei,20.320831166253072,-156.5343631265689,301.53,51,20,4.63
417,drexel heights,32.03252692325748,-111.19076167977502,299.85,9,1,4.12
418,roald,69.73553157804986,2.040103677248595,278.75,70,12,2.57
419,pisco,-25.40414127707885,-96.77285624985282,292.1,82,0,7.72
420,matamoros,24.892740211517463,-95.8266752463494,298.8,21,40,4.75
421,peace river,57.02101939445899,-116.344460045076,285.15,26,20,6.17
422,terney,44.93508835627344,137.80419339291836,278.12,30,0,8.61
423,kushmurun,50.37515729909251,63.87221725917422,270.35,51,0,3.69
424,quatre cocos,-18.5668979602371,64.95607352110304,298.33,89,75,3.09
425,aklavik,67.86376705702236,-141.70252395077836,281.62,39,36,1.54
426,obala,4.157165889374255,11.598131015124522,294.15,94,20,0.89
427,nkoteng,4.507264404707385,12.13150168724519,294.68,95,99,0.71
428,rio gallegos,-51.53022633680375,-68.50514824837545,279.15,61,0,4.63
429,eureka,40.82402491094928,-124.78223011150746,286.13,66,68,1.79
430,bengkulu,-19.346289538018326,85.95413634668603,299.34,78,16,1.23
431,svirstroy,60.887375877205926,33.76708719085113,274.73,77,100,2.32
432,ambon,-5.695164238599759,128.60394985110293,302.15,79,20,1.03
433,ust-bolsheretsk,53.17179730838237,155.14037933755657,NaN,NaN,NaN,NaN
434,iquique,-20.705730774953608,-73.43336432514255,292.15,72,0,4.63
435,mogadishu,0.6812791787164088,48.223074599877634,300.79,76,52,3.27
436,havelock,32.55045442357688,-75.23945384245984,287.09,77,0,1.34
437,falun,61.3833162670131,15.241390715569338,275.48,70,0,1.54
438,novokizhinginsk,51.520463241954815,109.32580131325244,282.18,36,99,4.25
439,tumpat,7.044290458189366,102.90955813399046,298.15,94,20,1.54
440,karratha,-18.18167734463097,109.88379319202755,300.55,43,0,2.87
441,chimbote,-9.410867411743155,-80.1331660001921,292.72,85,14,3.04
442,lephepe,-22.823075727566092,24.868402683847364,NaN,NaN,NaN,NaN
443,cidreira,-48.20904919530441,-30.136703973192,293.92,71,3,4.27
444,palkaka,15.497332607398434,-83.71895745756429,NaN,NaN,NaN,NaN
445,sarangani,4.1413198963225994,125.64314091153079,301.6,77,100,8.88
446,rungata,2.548159879280817,178.84188590330058,NaN,NaN,NaN,NaN
447,cockburn harbour,22.57648119495954,-72.85067364754683,NaN,NaN,NaN,NaN
448,latung,3.27221111813914,122.45234251939047,300.83,74,100,1.51
449,port shepstone,-30.66517012220997,30.26937146884339,293.82,76,100,7.97
450,nuuk,59.318413562261185,-54.92058989863634,274.15,93,90,13.38
451,zhanaozen,43.15061761247787,53.26331596532066,289.08,49,100,3.47
452,altagracia de orituco,9.81935926024292,-66.25009803119029,296.39,80,84,3.36
453,chara,59.11708964495364,117.97498841075293,264.6,84,100,1.24
454,batemans bay,-39.097027810647624,154.39866420929968,291.53,50,51,0.45
455,kamaishi,37.89392355377697,145.74511074603214,286.15,58,75,3.09
456,vila velha,-25.53381533846867,-23.62300988973891,298.27,88,90,3.09
457,broken hill,-29.19590370237637,142.35806218181455,293.15,30,4,5.14
458,darhan,47.23028153982901,109.48825709078648,284.47,36,100,3.27
459,corralillo,23.044551389257094,-80.4833724485488,299.85,64,5,5.21
460,nouakchott,18.322178657817886,-14.776277465262893,292.15,88,0,4.63
461,jimenez,28.731009324874407,-105.32012598329136,291.15,36,40,4.63
462,payo,14.697218274067865,125.01118301271032,297.73,89,28,0.24
463,eydhafushi,4.753365179640355,70.7372121784816,301.18,67,99,1.84
464,arona,26.591555019392985,-16.406168700904118,290.15,68,20,3.09
465,kabugao,18.085249462063516,121.00502192024624,295.87,98,100,0.77
466,mateus leme,-19.881888664950935,-44.458951008777774,295.84,60,0,2.22
467,maceio,-14.197954425846717,-31.424244586084882,297.15,94,0,1.03
468,sile,41.21000263560077,29.286398386682208,285.29,76,75,4.63
469,orange cove,37.820571866147176,-118.34070707879616,303.71,19,3,1.79
470,kaliua,-4.9706472445709835,31.915735294219047,289.95,97,100,1.87
471,whitefish,48.527727312399094,-114.7731084633807,279.87,29,75,3.09
472,tkibuli,42.55209865193632,42.87974208726317,291.15,72,75,10.29
473,ponta delgada,34.08158882097834,-28.149436082072413,290.15,88,20,4.12
474,phangnga,8.87634181448935,96.79692333079538,298.86,94,75,0.51
475,waipawa,-45.732535262489954,179.27918727647608,288.83,82,90,6.17
476,urengoy,65.77704266310187,78.38054551700463,263.09,94,100,6.16
477,khandyga,64.73684706273144,134.12995109908223,271.39,93,100,2.32
478,ojinaga,28.830250152960502,-104.39919581767188,292.4,34,1,0.57
479,khonsa,26.9079454484081,95.57654312933386,289.68,75,99,1.39
480,marystown,44.65117241775735,-53.89409004694673,276.74,95,100,4.92
481,hanyang,26.86825634272978,119.85316739074352,286.04,92,100,0.86
482,tateyama,30.091033622110487,141.79725052273454,289.94,67,0,1.54
483,evensk,61.58178931893963,157.7607206661346,275.1,89,100,5.99
484,gori,42.16855284750477,44.13931253148712,287.94,71,100,2.17
485,bijie,27.07046404447736,105.44652033427036,284.38,95,100,1.82
486,guarapari,-24.259455870045727,-34.8068503877694,298.28,88,90,3.09
487,shelburne,40.83955797236132,-63.997282979754345,279.34,95,100,5.42
488,rakitnoye,49.698532725323304,30.59786417658873,280.15,93,75,3
489,praia,5.59484635311874,-23.804643075207423,294.15,78,20,6.17
490,monrovia,1.5128830261167394,-14.026582374143544,298.15,94,40,2.76
491,turbat,26.26879561659159,63.95465069413416,295.35,41,4,0.31
492,merauke,-7.8795439822015965,137.51042945567826,300.66,80,98,3.37
493,batagay,65.46954437499727,135.4997709117887,265.48,86,100,3.06
494,ijaki,-2.187447187411877,175.2638222363696,NaN,NaN,NaN,NaN
495,vilhena,-13.226857425656107,-59.56412724494794,293.63,96,100,0.2
496,saldanha,-39.837812095868784,3.767152615303303,291.15,63,3,2.06
497,tasgaon,17.12031198536944,74.73535490001606,297.04,58,0,2.41
498,farafangana,-22.881638762336777,48.00312824483555,294.76,78,93,1.98
499,ferkessedougou,9.643491275841825,-4.222240752186195,301.02,61,100,3.05
500,barda,56.569099116821604,55.551256440196084,290.61,63,100,1.79
501,casablanca,32.639897075247646,-6.799190582453264,289.33,94,20,2.06
502,chagda,58.17046226682996,131.5989257262271,NaN,NaN,NaN,NaN
503,wa,10.365381376692469,-2.62242200056653,NaN,NaN,NaN,NaN
504,port blair,11.667076219920048,95.61419803673573,300.71,72,100,1.04
505,porbandar,20.737196310419904,68.68444739590964,299.44,80,55,4.09
506,dawlatabad,35.7220762417935,63.91791624764227,291.27,33,71,3.31
507,pacifica,36.517482863841366,-126.20932919424898,285.73,76,40,6.17
508,kamenskoye,62.26498983656876,163.27352010372437,NaN,NaN,NaN,NaN
509,kidal,17.9689957230199,1.8237633133806241,302.1,9,57,3.73
510,marsa matruh,32.033207577151785,28.60790248691376,290.15,77,40,6.17
511,chor,25.97499566308582,70.14367549469998,301.46,31,100,4.66
512,longlac,52.1263176119877,-85.13907396396017,NaN,NaN,NaN,NaN
513,zhangjiakou,43.320868541075214,116.07227987200605,292.13,21,39,3.52
514,alotau,-9.7366927375448,150.68425080070472,NaN,NaN,NaN,NaN
515,coihaique,-49.93110385438534,-76.26634941803059,281.15,81,75,1.87
516,ancud,-40.55232023491748,-87.1628088609148,281.58,100,0,1.03
517,alofi,-17.171033515970493,-164.39764935790376,303.15,62,75,8.23
518,sofiyivka,48.07124717049825,33.98170523949352,282.09,71,90,3
519,limulunga,-15.135261141651014,23.432684507250144,289.78,67,8,3.44
520,zhigansk,71.79155696168027,120.25353602061926,260.21,89,66,7.02
521,westerland,54.67207411143829,8.360220336297942,279.6,81,0,3.6
522,hansot,21.507945695661334,72.61822080359812,300.15,89,40,2.57
523,tomigusuku,26.566218025077205,126.78976937753674,296.08,53,40,8.23
524,bhag,28.770181732095267,68.16005141415101,298.37,39,100,7.48
525,sao joao del rei,-21.080247223712405,-44.384290732234604,288.25,95,0,1.34
526,pombas,18.50107371012612,-23.590060640338777,295.15,68,40,9.26
527,belmonte,-15.562031771959695,-37.71821287197133,298.15,83,75,3.09
528,savyntsi,49.17699434250079,37.01209701996376,282.52,82,100,2.56
529,petropavlovsk-kamchatskiy,49.878328483682594,163.3263894228976,277.15,87,90,8
530,manicore,-6.816137826532199,-60.20080679894643,298.15,94,20,2.06
531,ostrovnoy,76.34009788694786,43.246726188294986,274.43,86,22,6.41
532,manglisi,41.664259574461795,44.30176891941974,291.15,55,0,5.66
533,tombouctou,17.586529291273052,-3.520465382687348,298.27,8,10,4.7
534,eskasem,37.4365567121409,72.49981492511202,NaN,NaN,NaN,NaN
535,asau,-4.555103462461588,178.91745325854254,279.82,62,100,1.66
536,pembroke,46.23218182646917,-76.84848102515328,288.15,36,90,5.66
537,shiraz,29.457179189253765,52.311986387521756,286.15,44,0,2.49
538,san miguel el alto,21.079592229207094,-102.35797603905759,297.8,7,6,5.95
539,wadi musa,30.163354586457245,35.88128987613544,295.78,21,90,1.08
540,sandpoint,48.016173031687714,-116.10394267328314,284.42,28,1,4.12
541,natitingou,10.281327804979483,1.1290905136916365,301.15,65,0,2.06
542,almaznyy,62.92011504438216,115.58637122189555,281.15,93,20,2.52
543,sawakin,20.921249592319825,36.922741151557375,300.05,65,61,2.41
544,tucumcari,35.124455021644806,-104.14189632416293,295.15,14,1,8.23
545,ituni,5.602194539570348,-57.66761581987981,NaN,NaN,NaN,NaN
546,jacqueville,4.642200757379769,-4.1229102423566815,300.15,94,20,1.03
547,beyla,9.162679161288978,-8.321298746873367,296.47,72,13,1.77
548,isa khel,32.69768036506149,71.23812484624057,290.97,39,100,0.12
549,lyuban,53.10554939165601,28.306091829992965,277.66,95,100,3.16
550,bima,-6.96562437119961,119.13825274179692,300.92,67,9,2.56
551,loiza,20.022896420495726,-65.49448171140114,298.83,74,20,3.6
552,santa cruz de la palma,29.93353529128477,-17.526020817393004,289.75,72,0,5.66
553,la rioja,-30.33024427297846,-67.67242302770435,285.63,58,0,2.57
554,bama,12.080850275882526,14.221748828890128,301.71,8,3,1.22
555,mogok,23.16138093865139,97.08221968499436,297.47,27,13,0.62
556,tecoanapa,14.094778937033624,-99.24138230591575,299.51,58,0,2.79
557,troitskoye,49.15742242521179,136.7563535646221,267.01,75,99,3.3
558,bambanglipuro,-16.094237024213115,108.33708633440443,300.68,69,78,3.37
559,tabiauea,-0.7378640307590558,169.51073704586457,NaN,NaN,NaN,NaN
560,manzanillo,18.481926318464502,-104.58162734660115,297.77,68,26,3.12
561,viligili,-1.2578231545301577,79.96015925696508,NaN,NaN,NaN,NaN
562,aleksandrovsk-sakhalinskiy,50.613758908203664,141.5790229342225,274.32,86,96,3.35
563,fairbanks,63.821314322787515,-143.20999149072765,287.15,28,1,3.09
564,zonguldak,42.29767686126672,32.419924091236965,282.26,87,65,0.62
565,saint-paul,-20.718380372550058,53.48790069537213,294.41,73,0,3.09
566,marathon,48.3555736321307,-86.46072737607493,275.13,48,90,4.63
567,torata,-17.137934170060262,-70.69279674921165,288.1,59,0,1.14
568,sechura,-7.47225411035744,-82.80819133242511,296.37,69,13,7.35
569,aktau,43.43881059516872,50.389635203150846,288.15,67,0,5
570,herat,35.71982552259932,63.02321076415677,288.15,31,0,1.03
571,liwale,-10.026447751879374,38.172572931844115,291.96,89,100,2.99
572,lazaro cardenas,6.679003007785326,-108.33099001452382,297.96,60,17,2.96
573,santiago de cao,-8.591489405723578,-79.75384590663124,292.15,88,40,4.63
574,tezu,29.8241282014491,98.09943709295152,296.37,43,100,0.76
575,amapa,1.1626863436190433,-50.93791876299278,295.71,98,100,1.08
576,oneonta,42.781652506747434,-74.89012241746997,280.25,79,9,1.61
577,zhenhai,30.496355836585707,121.83552594896815,295.15,60,0,5
578,tokat,40.42176344518276,36.36834948459398,286.13,51,100,4.63
579,itarema,3.072968666530784,-38.40384651031604,297.41,89,99,1.07
580,wairoa,-40.398980980889085,178.4616318750613,294.26,61,100,0.89
581,poronaysk,49.34049573066207,144.6042623411788,278,66,20,2.09
582,atar,19.08242727182109,-12.386397970407074,298.64,13,99,0.91
583,dongying,37.86580866563149,118.64848403981722,294.68,31,100,1.8
584,vestmannaeyjar,54.14599330559744,-20.25528951679277,276.66,59,100,11.51
585,taksimo,56.96259761432697,115.00672600208776,269.89,62,72,0.78
586,chistoye,56.72579960083593,43.04165803176511,276.04,35,0,5
587,saint george,30.864825529610016,-55.78154949946334,299.45,7,1,9.26
588,abu zabad,12.819923069916612,29.110096895735865,300.93,12,88,3.05
589,mutum,-19.813230903113066,-41.41681777248914,292.64,95,0,1.77
590,berlevag,86.71692590507342,32.608160296001216,275.62,67,16,4.68
591,kalmunai,8.413741895404115,84.91822183521401,299.03,82,92,1.46
592,korem,12.85975206888736,39.70868512941803,284.63,58,12,0.7
593,xinqing,48.74704270580807,129.70957447276987,277.47,18,0,8.22
594,caldelas,41.672785546255966,-8.336054241258068,285.27,94,40,1.03
595,abidjan,4.64730940916354,-3.924186070502941,300.15,94,20,1.03
596,mount gambier,-48.58482663659697,130.5947901449436,284.15,82,75,7.72
597,prince albert,53.92827703059953,-106.0268465834485,272.15,86,75,6.17
598,oktyabrskiy,52.68832206625356,153.1855054544376,271.86,57,0,2.78
599,acarau,6.705299593663042,-39.521020625665614,297.76,87,98,1.24
600,otavi,-19.282743807436205,17.23446828266779,288.85,42,0,4.39
601,huarmey,-14.861595922631636,-88.39000580778614,293.69,82,81,3.66
602,baruun-urt,47.6619786887218,112.93116627082509,283.93,21,5,3.25
603,naranjal,-2.9165353221904695,-79.5018588667054,300.15,78,40,4.63
604,otradnoye,43.929915998945376,146.66991911142964,275.69,64,0,3
605,havre-saint-pierre,50.06248677850536,-61.090338468100555,279.15,87,90,3.09
606,oranjemund,-29.663453224130848,15.439264548645411,288.76,91,3,2.14
607,meadow lake,56.82320810735348,-107.70211490043923,293.75,11,20,7.72
608,san policarpo,13.664361324881924,130.61242573863484,300.29,75,100,7.09
609,pemba,-13.387183063559164,41.355434458115184,297.15,88,75,4.63
610,shiloh,38.713592726186704,-89.70761169549833,290.44,39,75,3.09
611,lodeynoye pole,60.82420084538492,33.41408685919532,274.85,77,100,2.36
612,inuvik,67.90662063712023,-133.48531649379225,281.64,39,100,1.54
613,kibala,-9.928520353895408,14.16665808963765,302.15,48,0,3.09
614,ossora,59.61943528115029,163.7982348464417,273.85,94,100,2.25
615,siocon,7.774767445563384,121.52448495271597,301.46,75,100,5.63
616,balimo,-7.957957412646991,143.63079968370477,NaN,NaN,NaN,NaN
617,tasbuget,43.35297723037539,64.34323752532714,NaN,NaN,NaN,NaN
618,along,32.65033503792313,95.0432212950654,290.88,88,98,0.8
619,merke,43.71459129092125,72.84142741055334,286.42,43,100,2.89
620,cherskiy,85.36316864938402,163.133124650752,274.12,82,100,6.07
621,taquaritinga do norte,-7.887398528395636,-35.91168931154078,291.78,96,21,1.64
622,plouzane,48.42688457268264,-4.7024869697403915,280.84,81,0,1.54
623,nsanje,-17.56201787610219,34.83095845077719,293.69,90,100,0.55
624,berezovyy,51.91713295745075,135.03670361031618,274.28,65,99,3.08
625,ponta do sol,24.00469793183609,-23.560846303774213,286.63,73,1,0.89
626,nanakuli,11.600091204365,-164.55858270088856,300.43,54,1,3.09
627,san quintin,29.825940529437958,-116.19165713311727,293.3,55,0,6.06
628,malanje,-9.875314498837298,15.548198529445784,290.48,96,99,0.5
629,magdagachi,54.80782824081618,126.07665666553709,273.29,31,3,4.91
630,sungaipenuh,-1.4444163324656074,101.98731535478049,293.93,83,83,0.26
631,zhovti vody,48.33785256781803,33.60253584758496,282.09,71,90,3
632,mount isa,-24.1684762084639,140.12107780262352,302.15,32,46,3.09
633,narsaq,77.76894066422508,-65.10299921390481,275.15,51,75,1.54
634,guanica,15.394934980374629,-67.17003027769427,298.03,73,44,4.97
635,anadyr,65.05023336420714,173.76878919590882,265.15,86,0,3
636,uige,-7.008275233827163,14.917487919634453,292.06,98,98,0.67
637,negombo,7.322302645286953,79.11001082651507,299.15,89,20,1.54
638,kuche,42.00362436704677,84.0807789722478,NaN,NaN,NaN,NaN
639,helvecia,46.787246777354085,19.660504717440773,280.01,93,90,1.03
640,marion,40.543405917751215,-83.19266340103358,284.08,58,40,8.75
641,ust-kamchatsk,55.19152044375579,162.14755599507305,NaN,NaN,NaN,NaN
642,akureyri,63.64181038896666,-17.844160195734617,274.15,64,75,5.14
643,varhaug,57.27560931723056,3.612823586514395,277.57,70,0,3.14
644,bandar,1.015001719546916,99.83625249674913,298.04,88,18,0.41
